INFO:root:['Null Dark', 'Patra', 'Recarm', 'Sukukaja']
INFO:root:['Patra', 'Wind Amp', 'Growth 3', 'Spell Master']
INFO:root:['Wind Amp', 'Marakunda', 'Unshaken Will', 'Sukukaja']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Spell Master', 'Samsara', 'Diarahan', 'Patra']
INFO:root:['Spell Master', 'Unshaken Will', 'Patra', 'Null Dark']
INFO:root:['Tetrakarn', 'Samsara', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Tarukaja', 'Growth 3', 'Patra']
INFO:root:['Growth 3', 'Spell Master', 'Samsara', 'Patra']
INFO:root:['Tarukaja', 'Patra', 'Spell Master', 'Null Dark']
INFO:root:['Sukukaja', 'Growth 3', 'Mind Charge', 'Spell Master']
INFO:root:['Null Dark', 'Samsara', 'Sukukaja', 'Wind Amp']
INFO:root:['Wind Amp', 'Null Dark', 'Unshaken Will', 'Sukukaja']
INFO:root:['Null Dark', 'Marakunda', 'Unshaken Will', 'Growth 3']
INFO:root:['Tarukaja', 'Null Dark', 'Unshaken Will', 'Samsara']
INFO:root:['Wind Amp', 'Growth 3', 'Samsara', 'Recarm']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Sukukaja']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Wind Amp']
INFO:root:['Sukukaja', 'Samsara', 'Wind Amp', 'Diarahan']
INFO:root:['Patra', 'Mind Charge', 'Wind Amp', 'Spell Master']
INFO:root:['Recarm', 'Wind Amp', 'Spell Master', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Spell Master', 'Patra']
INFO:root:['Growth 3', 'Sukukaja', 'Unshaken Will', 'Marakunda']
INFO:root:['Patra', 'Sukukaja', 'Wind Amp', 'Spell Master']
INFO:root:['Wind Amp', 'Growth 3', 'Unshaken Will', 'Samsara']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Sukukaja']
INFO:root:['Null Dark', 'Samsara', 'Marakunda', 'Spell Master']
INFO:root:['Sukukaja', 'Tetrakarn', 'Spell Master', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Sukukaja']
INFO:root:['Tarukaja', 'Diarahan', 'Sukukaja', 'Patra']
INFO:root:['Marakunda', 'Mind Charge', 'Samsara', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Spell Master']
INFO:root:['Wind Amp', 'Patra', 'Tarukaja', 'Growth 3']
INFO:root:['Patra', 'Unshaken Will', 'Samsara', 'Tetrakarn']
INFO:root:['Null Dark', 'Growth 3', 'Tarukaja', 'Samsara']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Megidolaon']
INFO:root:['Wind Amp', 'Tetrakarn', 'Patra', 'Spell Master']
INFO:root:['Tarukaja', 'Growth 3', 'Null Dark', 'Samsara']
INFO:root:['Null Dark', 'Growth 3', 'Spell Master', 'Marakunda']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Null Dark']
INFO:root:['Unshaken Will', 'Sukukaja', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Tetrakarn']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Patra']
INFO:root:['Samsara', 'Sukukaja', 'Recarm', 'Growth 3']
INFO:root:['Tarukaja', 'Spell Master', 'Wind Amp', 'Growth 3']
INFO:root:['Mind Charge', 'Null Dark', 'Recarm', 'Samsara']
INFO:root:['Null Dark', 'Growth 3', 'Recarm', 'Samsara']
INFO:root:['Patra', 'Growth 3', 'Null Dark', 'Unshaken Will']
INFO:root:['Growth 3', 'Spell Master', 'Null Dark', 'Unshaken Will']
INFO:root:['Null Dark', 'Marakunda', 'Samsara', 'Wind Amp']
INFO:root:['Wind Amp', 'Tetrakarn', 'Tarukaja', 'Unshaken Will']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Spell Master']
INFO:root:['Samsara', 'Diarahan', 'Null Dark', 'Wind Amp']
INFO:root:['Null Dark', 'Sukukaja', 'Wind Amp', 'Mind Charge']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Patra']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Null Dark']
INFO:root:['Patra', 'Growth 3', 'Null Dark', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Unshaken Will']
INFO:root:['Diarahan', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Spell Master', 'Diarahan', 'Wind Amp', 'Tetrakarn']
INFO:root:['Samsara', 'Spell Master', 'Null Dark', 'Growth 3']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Marakunda']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Mind Charge']
INFO:root:['Sukukaja', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Mind Charge', 'Growth 3', 'Wind Amp', 'Patra']
INFO:root:['Growth 3', 'Null Dark', 'Samsara', 'Marakunda']
INFO:root:['Patra', 'Mind Charge', 'Growth 3', 'Tarukaja']
INFO:root:['Recarm', 'Null Dark', 'Diarahan', 'Samsara']
INFO:root:['Patra', 'Wind Amp', 'Recarm', 'Samsara']
INFO:root:['Sukukaja', 'Growth 3', 'Spell Master', 'Mind Charge']
INFO:root:['Spell Master', 'Growth 3', 'Patra', 'Wind Amp']
INFO:root:['Unshaken Will', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Marakunda', 'Samsara', 'Patra', 'Sukukaja']
INFO:root:['Marakunda', 'Samsara', 'Wind Amp', 'Tarukaja']
INFO:root:['Growth 3', 'Unshaken Will', 'Spell Master', 'Tarukaja']
INFO:root:['Wind Amp', 'Tarukaja', 'Spell Master', 'Samsara']
INFO:root:['Wind Amp', 'Samsara', 'Recarm', 'Spell Master']
INFO:root:['Growth 3', 'Unshaken Will', 'Sukukaja', 'Samsara']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Null Dark']
INFO:root:['Null Dark', 'Wind Amp', 'Marakunda', 'Samsara']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Growth 3', 'Diarahan', 'Null Dark', 'Patra']
INFO:root:['Growth 3', 'Spell Master', 'Samsara', 'Null Dark']
INFO:root:['Spell Master', 'Megidolaon', 'Samsara', 'Tarukaja']
INFO:root:['Marakunda', 'Growth 3', 'Recarm', 'Wind Amp']
INFO:root:['Growth 3', 'Sukukaja', 'Patra', 'Null Dark']
INFO:root:['Samsara', 'Unshaken Will', 'Growth 3', 'Null Dark']
INFO:root:['Mind Charge', 'Growth 3', 'Megidolaon', 'Patra']
INFO:root:['Patra', 'Wind Amp', 'Recarm', 'Null Dark']
INFO:root:['Samsara', 'Recarm', 'Tarukaja', 'Patra']
INFO:root:['Unshaken Will', 'Null Dark', 'Patra', 'Growth 3']
INFO:root:['Tetrakarn', 'Null Dark', 'Sukukaja', 'Marakunda']
INFO:root:['Samsara', 'Tarukaja', 'Tetrakarn', 'Growth 3']
INFO:root:['Growth 3', 'Spell Master', 'Samsara', 'Null Dark']
INFO:root:['Growth 3', 'Tarukaja', 'Patra', 'Spell Master']
INFO:root:['Patra', 'Growth 3', 'Diarahan', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Spell Master', 'Wind Amp']
INFO:root:['Null Dark', 'Unshaken Will', 'Patra', 'Samsara']
INFO:root:['Sukukaja', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Wind Amp', 'Samsara', 'Patra', 'Megidolaon']
INFO:root:['Unshaken Will', 'Sukukaja', 'Null Dark', 'Tetrakarn']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Wind Amp', 'Patra', 'Growth 3', 'Tarukaja']
INFO:root:['Megidolaon', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Growth 3', 'Patra', 'Tarukaja', 'Wind Amp']
INFO:root:['Diarahan', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Patra', 'Growth 3', 'Samsara', 'Null Dark']
INFO:root:['Mind Charge', 'Growth 3', 'Null Dark', 'Wind Amp']
INFO:root:['Patra', 'Wind Amp', 'Unshaken Will', 'Sukukaja']
INFO:root:['Sukukaja', 'Null Dark', 'Patra', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Null Dark']
INFO:root:['Wind Amp', 'Tetrakarn', 'Patra', 'Spell Master']
INFO:root:['Null Dark', 'Wind Amp', 'Growth 3', 'Samsara']
INFO:root:['Spell Master', 'Recarm', 'Sukukaja', 'Wind Amp']
INFO:root:['Tarukaja', 'Null Dark', 'Samsara', 'Growth 3']
INFO:root:['Patra', 'Samsara', 'Unshaken Will', 'Null Dark']
INFO:root:['Marakunda', 'Unshaken Will', 'Mind Charge', 'Samsara']
INFO:root:['Wind Amp', 'Samsara', 'Tarukaja', 'Tetrakarn']
INFO:root:['Wind Amp', 'Growth 3', 'Sukukaja', 'Diarahan']
INFO:root:['Null Dark', 'Samsara', 'Sukukaja', 'Tarukaja']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Mind Charge']
INFO:root:['Samsara', 'Spell Master', 'Null Dark', 'Recarm']
INFO:root:['Spell Master', 'Patra', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Marakunda', 'Diarahan', 'Recarm']
INFO:root:['Wind Amp', 'Tarukaja', 'Patra', 'Samsara']
INFO:root:['Null Dark', 'Marakunda', 'Unshaken Will', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Sukukaja', 'Patra']
INFO:root:['Samsara', 'Growth 3', 'Marakunda', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Wind Amp']
INFO:root:['Diarahan', 'Sukukaja', 'Samsara', 'Tarukaja']
INFO:root:['Tarukaja', 'Wind Amp', 'Spell Master', 'Null Dark']
INFO:root:['Unshaken Will', 'Marakunda', 'Growth 3', 'Wind Amp']
INFO:root:['Samsara', 'Patra', 'Tarukaja', 'Recarm']
INFO:root:['Wind Amp', 'Null Dark', 'Tarukaja', 'Sukukaja']
INFO:root:['Samsara', 'Wind Amp', 'Spell Master', 'Tarukaja']
INFO:root:['Tarukaja', 'Tetrakarn', 'Growth 3', 'Unshaken Will']
INFO:root:['Megidolaon', 'Spell Master', 'Null Dark', 'Sukukaja']
INFO:root:['Wind Amp', 'Marakunda', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Recarm']
INFO:root:['Wind Amp', 'Patra', 'Sukukaja', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Tarukaja', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Spell Master']
INFO:root:['Samsara', 'Recarm', 'Wind Amp', 'Patra']
INFO:root:['Diarahan', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Null Dark', 'Patra', 'Spell Master', 'Samsara']
INFO:root:['Tarukaja', 'Spell Master', 'Wind Amp', 'Samsara']
INFO:root:['Sukukaja', 'Tarukaja', 'Patra', 'Marakunda']
INFO:root:['Wind Amp', 'Samsara', 'Spell Master', 'Null Dark']
INFO:root:['Wind Amp', 'Diarahan', 'Unshaken Will', 'Patra']
INFO:root:['Wind Amp', 'Samsara', 'Spell Master', 'Growth 3']
INFO:root:['Samsara', 'Sukukaja', 'Marakunda', 'Wind Amp']
INFO:root:['Marakunda', 'Null Dark', 'Sukukaja', 'Samsara']
INFO:root:['Wind Amp', 'Samsara', 'Patra', 'Null Dark']
INFO:root:['Null Dark', 'Mind Charge', 'Patra', 'Unshaken Will']
INFO:root:['Diarahan', 'Samsara', 'Sukukaja', 'Growth 3']
INFO:root:['Diarahan', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Mind Charge', 'Samsara', 'Megidolaon', 'Sukukaja']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Null Dark']
INFO:root:['Samsara', 'Wind Amp', 'Tetrakarn', 'Patra']
INFO:root:['Null Dark', 'Wind Amp', 'Tetrakarn', 'Diarahan']
INFO:root:['Samsara', 'Sukukaja', 'Spell Master', 'Marakunda']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Growth 3']
INFO:root:['Spell Master', 'Samsara', 'Patra', 'Diarahan']
INFO:root:['Samsara', 'Patra', 'Null Dark', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Patra', 'Mind Charge']
INFO:root:['Recarm', 'Growth 3', 'Sukukaja', 'Wind Amp']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Unshaken Will', 'Samsara', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Unshaken Will', 'Sukukaja', 'Samsara']
INFO:root:['Tetrakarn', 'Wind Amp', 'Null Dark', 'Samsara']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Null Dark']
INFO:root:['Patra', 'Unshaken Will', 'Tarukaja', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Null Dark', 'Unshaken Will']
INFO:root:['Growth 3', 'Samsara', 'Tarukaja', 'Spell Master']
INFO:root:['Megidolaon', 'Wind Amp', 'Tarukaja', 'Samsara']
INFO:root:['Sukukaja', 'Growth 3', 'Tetrakarn', 'Samsara']
INFO:root:['Wind Amp', 'Patra', 'Samsara', 'Spell Master']
INFO:root:['Unshaken Will', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Unshaken Will', 'Spell Master']
INFO:root:['Sukukaja', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Tarukaja', 'Recarm']
INFO:root:['Patra', 'Recarm', 'Null Dark', 'Samsara']
INFO:root:['Patra', 'Samsara', 'Mind Charge', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Diarahan', 'Growth 3']
INFO:root:['Samsara', 'Diarahan', 'Null Dark', 'Patra']
INFO:root:['Spell Master', 'Sukukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Tarukaja', 'Megidolaon', 'Growth 3', 'Diarahan']
INFO:root:['Spell Master', 'Samsara', 'Unshaken Will', 'Growth 3']
INFO:root:['Growth 3', 'Unshaken Will', 'Marakunda', 'Samsara']
INFO:root:['Growth 3', 'Wind Amp', 'Spell Master', 'Samsara']
INFO:root:['Diarahan', 'Marakunda', 'Patra', 'Samsara']
INFO:root:['Recarm', 'Patra', 'Samsara', 'Growth 3']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Megidolaon']
INFO:root:['Spell Master', 'Wind Amp', 'Patra', 'Diarahan']
INFO:root:['Wind Amp', 'Growth 3', 'Spell Master', 'Unshaken Will']
INFO:root:['Null Dark', 'Tarukaja', 'Mind Charge', 'Samsara']
INFO:root:['Growth 3', 'Null Dark', 'Megidolaon', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Sukukaja', 'Wind Amp']
INFO:root:['Marakunda', 'Samsara', 'Patra', 'Tarukaja']
INFO:root:['Marakunda', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Wind Amp', 'Recarm', 'Samsara', 'Unshaken Will']
INFO:root:['Growth 3', 'Wind Amp', 'Patra', 'Samsara']
INFO:root:['Patra', 'Samsara', 'Growth 3', 'Tarukaja']
INFO:root:['Samsara', 'Patra', 'Growth 3', 'Marakunda']
INFO:root:['Recarm', 'Growth 3', 'Spell Master', 'Tarukaja']
INFO:root:['Samsara', 'Growth 3', 'Null Dark', 'Patra']
INFO:root:['Samsara', 'Tarukaja', 'Growth 3', 'Wind Amp']
INFO:root:['Wind Amp', 'Tetrakarn', 'Samsara', 'Unshaken Will']
INFO:root:['Marakunda', 'Samsara', 'Growth 3', 'Sukukaja']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Growth 3']
INFO:root:['Growth 3', 'Marakunda', 'Samsara', 'Patra']
INFO:root:['Patra', 'Samsara', 'Wind Amp', 'Recarm']
INFO:root:['Sukukaja', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Unshaken Will', 'Patra', 'Diarahan', 'Tarukaja']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Wind Amp', 'Diarahan', 'Marakunda', 'Samsara']
INFO:root:['Samsara', 'Growth 3', 'Patra', 'Null Dark']
INFO:root:['Samsara', 'Marakunda', 'Wind Amp', 'Patra']
INFO:root:['Samsara', 'Diarahan', 'Spell Master', 'Tarukaja']
INFO:root:['Null Dark', 'Tarukaja', 'Spell Master', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Tarukaja', 'Sukukaja']
INFO:root:['Growth 3', 'Patra', 'Samsara', 'Tarukaja']
INFO:root:['Sukukaja', 'Wind Amp', 'Tarukaja', 'Tetrakarn']
INFO:root:['Patra', 'Spell Master', 'Sukukaja', 'Samsara']
INFO:root:['Wind Amp', 'Spell Master', 'Tarukaja', 'Tetrakarn']
INFO:root:['Samsara', 'Unshaken Will', 'Tetrakarn', 'Null Dark']
INFO:root:['Growth 3', 'Samsara', 'Unshaken Will', 'Spell Master']
INFO:root:['Tarukaja', 'Growth 3', 'Patra', 'Samsara']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Tarukaja']
INFO:root:['Wind Amp', 'Tetrakarn', 'Null Dark', 'Spell Master']
INFO:root:['Tarukaja', 'Growth 3', 'Patra', 'Unshaken Will']
INFO:root:['Null Dark', 'Patra', 'Tarukaja', 'Marakunda']
INFO:root:['Patra', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Samsara', 'Mind Charge', 'Growth 3', 'Unshaken Will']
INFO:root:['Growth 3', 'Wind Amp', 'Marakunda', 'Samsara']
INFO:root:['Wind Amp', 'Patra', 'Growth 3', 'Spell Master']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Tarukaja']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Marakunda']
INFO:root:['Growth 3', 'Patra', 'Sukukaja', 'Samsara']
INFO:root:['Patra', 'Growth 3', 'Spell Master', 'Wind Amp']
INFO:root:['Tetrakarn', 'Tarukaja', 'Patra', 'Growth 3']
INFO:root:['Wind Amp', 'Marakunda', 'Diarahan', 'Samsara']
INFO:root:['Growth 3', 'Wind Amp', 'Samsara', 'Unshaken Will']
INFO:root:['Samsara', 'Recarm', 'Wind Amp', 'Unshaken Will']
INFO:root:['Null Dark', 'Growth 3', 'Wind Amp', 'Samsara']
INFO:root:['Null Dark', 'Unshaken Will', 'Patra', 'Marakunda']
INFO:root:['Growth 3', 'Mind Charge', 'Wind Amp', 'Samsara']
INFO:root:['Mind Charge', 'Samsara', 'Sukukaja', 'Tarukaja']
INFO:root:['Patra', 'Unshaken Will', 'Wind Amp', 'Tarukaja']
INFO:root:['Wind Amp', 'Megidolaon', 'Growth 3', 'Spell Master']
INFO:root:['Samsara', 'Sukukaja', 'Tarukaja', 'Growth 3']
INFO:root:['Wind Amp', 'Samsara', 'Null Dark', 'Mind Charge']
INFO:root:['Growth 3', 'Samsara', 'Patra', 'Unshaken Will']
INFO:root:['Sukukaja', 'Wind Amp', 'Tetrakarn', 'Samsara']
INFO:root:['Tarukaja', 'Patra', 'Samsara', 'Spell Master']
INFO:root:['Wind Amp', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Sukukaja', 'Tarukaja', 'Samsara', 'Unshaken Will']
INFO:root:['Samsara', 'Sukukaja', 'Marakunda', 'Patra']
INFO:root:['Sukukaja', 'Growth 3', 'Tetrakarn', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Sukukaja', 'Diarahan']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Recarm', 'Sukukaja', 'Patra']
INFO:root:['Megidolaon', 'Samsara', 'Growth 3', 'Patra']
INFO:root:['Samsara', 'Mind Charge', 'Recarm', 'Wind Amp']
INFO:root:['Spell Master', 'Wind Amp', 'Growth 3', 'Tarukaja']
INFO:root:['Wind Amp', 'Samsara', 'Recarm', 'Mind Charge']
INFO:root:['Sukukaja', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Recarm', 'Tarukaja', 'Samsara', 'Growth 3']
INFO:root:['Growth 3', 'Sukukaja', 'Patra', 'Tarukaja']
INFO:root:['Null Dark', 'Wind Amp', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Wind Amp', 'Marakunda']
INFO:root:['Samsara', 'Spell Master', 'Patra', 'Growth 3']
INFO:root:['Sukukaja', 'Samsara', 'Unshaken Will', 'Growth 3']
INFO:root:['Sukukaja', 'Wind Amp', 'Diarahan', 'Tarukaja']
INFO:root:['Samsara', 'Growth 3', 'Wind Amp', 'Spell Master']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Growth 3']
INFO:root:['Samsara', 'Wind Amp', 'Megidolaon', 'Null Dark']
INFO:root:['Null Dark', 'Samsara', 'Unshaken Will', 'Wind Amp']
INFO:root:['Growth 3', 'Marakunda', 'Megidolaon', 'Wind Amp']
INFO:root:['Samsara', 'Wind Amp', 'Growth 3', 'Unshaken Will']
INFO:root:['Growth 3', 'Unshaken Will', 'Patra', 'Samsara']
INFO:root:['Samsara', 'Tetrakarn', 'Null Dark', 'Patra']
INFO:root:['Spell Master', 'Growth 3', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Tetrakarn']
INFO:root:['Spell Master', 'Wind Amp', 'Spell Master', 'Megidolaon']
INFO:root:['Patra', 'Wind Amp', 'Mind Charge', 'Megidolaon']
INFO:root:['Null Dark', 'Samsara', 'Growth 3', 'Tetrakarn']
INFO:root:['Growth 3', 'Samsara', 'Sukukaja', 'Patra']
INFO:root:['Null Dark', 'Samsara', 'Unshaken Will', 'Patra']
INFO:root:['Null Dark', 'Tarukaja', 'Samsara', 'Sukukaja']
INFO:root:['Wind Amp', 'Recarm', 'Null Dark', 'Tarukaja']
INFO:root:['Tarukaja', 'Null Dark', 'Patra', 'Unshaken Will']
INFO:root:['Growth 3', 'Null Dark', 'Samsara', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Patra']
INFO:root:['Wind Amp', 'Samsara', 'Growth 3', 'Sukukaja']
INFO:root:['Wind Amp', 'Spell Master', 'Tarukaja', 'Null Dark']
INFO:root:['Growth 3', 'Patra', 'Recarm', 'Samsara']
INFO:root:['Wind Amp', 'Null Dark', 'Growth 3', 'Patra']
INFO:root:['Sukukaja', 'Tarukaja', 'Growth 3', 'Samsara']
INFO:root:['Patra', 'Samsara', 'Null Dark', 'Growth 3']
INFO:root:['Wind Amp', 'Null Dark', 'Samsara', 'Tarukaja']
INFO:root:['Wind Amp', 'Patra', 'Unshaken Will', 'Samsara']
INFO:root:['Samsara', 'Marakunda', 'Patra', 'Wind Amp']
INFO:root:['Null Dark', 'Samsara', 'Tarukaja', 'Sukukaja']
INFO:root:['Patra', 'Samsara', 'Growth 3', 'Recarm']
INFO:root:['Null Dark', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Patra', 'Sukukaja', 'Null Dark', 'Samsara']
INFO:root:['Growth 3', 'Patra', 'Spell Master', 'Samsara']
INFO:root:['Tarukaja', 'Samsara', 'Wind Amp', 'Patra']
INFO:root:['Growth 3', 'Samsara', 'Wind Amp', 'Patra']
INFO:root:['Spell Master', 'Null Dark', 'Patra', 'Wind Amp']
INFO:root:['Spell Master', 'Samsara', 'Null Dark', 'Patra']
INFO:root:['Wind Amp', 'Spell Master', 'Tarukaja', 'Samsara']
INFO:root:['Unshaken Will', 'Patra', 'Null Dark', 'Samsara']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Mind Charge']
INFO:root:['Patra', 'Tarukaja', 'Marakunda', 'Growth 3']
INFO:root:['Growth 3', 'Tarukaja', 'Spell Master', 'Patra']
INFO:root:['Spell Master', 'Samsara', 'Growth 3', 'Null Dark']
INFO:root:['Samsara', 'Mind Charge', 'Wind Amp', 'Unshaken Will']
INFO:root:['Sukukaja', 'Growth 3', 'Tetrakarn', 'Samsara']
INFO:root:['Samsara', 'Sukukaja', 'Patra', 'Diarahan']
INFO:root:['Wind Amp', 'Growth 3', 'Patra', 'Spell Master']
INFO:root:['Tetrakarn', 'Growth 3', 'Samsara', 'Megidolaon']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Spell Master']
INFO:root:['Null Dark', 'Marakunda', 'Patra', 'Sukukaja']
INFO:root:['Recarm', 'Null Dark', 'Wind Amp', 'Sukukaja']
INFO:root:['Wind Amp', 'Mind Charge', 'Patra', 'Unshaken Will']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Null Dark']
INFO:root:['Diarahan', 'Recarm', 'Growth 3', 'Unshaken Will']
INFO:root:['Tarukaja', 'Wind Amp', 'Samsara', 'Tetrakarn']
INFO:root:['Tarukaja', 'Patra', 'Unshaken Will', 'Sukukaja']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Recarm']
INFO:root:['Spell Master', 'Tarukaja', 'Null Dark', 'Wind Amp']
INFO:root:['Spell Master', 'Null Dark', 'Samsara', 'Wind Amp']
INFO:root:['Unshaken Will', 'Null Dark', 'Wind Amp', 'Spell Master']
INFO:root:['Samsara', 'Wind Amp', 'Unshaken Will', 'Patra']
INFO:root:['Sukukaja', 'Mind Charge', 'Null Dark', 'Recarm']
INFO:root:['Samsara', 'Patra', 'Tetrakarn', 'Megidolaon']
INFO:root:['Mind Charge', 'Null Dark', 'Growth 3', 'Recarm']
INFO:root:['Growth 3', 'Null Dark', 'Sukukaja', 'Unshaken Will']
INFO:root:['Mind Charge', 'Spell Master', 'Null Dark', 'Tarukaja']
INFO:root:['Patra', 'Null Dark', 'Growth 3', 'Sukukaja']
INFO:root:['Patra', 'Growth 3', 'Spell Master', 'Null Dark']
INFO:root:['Spell Master', 'Unshaken Will', 'Samsara', 'Patra']
INFO:root:['Growth 3', 'Spell Master', 'Recarm', 'Null Dark']
INFO:root:['Samsara', 'Tarukaja', 'Mind Charge', 'Null Dark']
INFO:root:['Growth 3', 'Null Dark', 'Tarukaja', 'Samsara']
INFO:root:['Wind Amp', 'Tarukaja', 'Marakunda', 'Patra']
INFO:root:['Samsara', 'Unshaken Will', 'Sukukaja', 'Wind Amp']
INFO:root:['Sukukaja', 'Growth 3', 'Patra', 'Tetrakarn']
INFO:root:['Samsara', 'Tarukaja', 'Wind Amp', 'Growth 3']
INFO:root:['Samsara', 'Spell Master', 'Wind Amp', 'Recarm']
INFO:root:['Marakunda', 'Recarm', 'Patra', 'Samsara']
INFO:root:['Growth 3', 'Diarahan', 'Null Dark', 'Samsara']
INFO:root:['Patra', 'Growth 3', 'Samsara', 'Wind Amp']
INFO:root:['Samsara', 'Tetrakarn', 'Growth 3', 'Wind Amp']
INFO:root:['Growth 3', 'Wind Amp', 'Megidolaon', 'Patra']
INFO:root:['Samsara', 'Null Dark', 'Growth 3', 'Unshaken Will']
INFO:root:['Samsara', 'Unshaken Will', 'Patra', 'Spell Master']
INFO:root:['Wind Amp', 'Tarukaja', 'Samsara', 'Patra']
INFO:root:['Null Dark', 'Marakunda', 'Wind Amp', 'Patra']
INFO:root:['Null Dark', 'Patra', 'Growth 3', 'Samsara']
INFO:root:['Null Dark', 'Tarukaja', 'Wind Amp', 'Samsara']
INFO:root:['Diarahan', 'Samsara', 'Wind Amp', 'Spell Master']
INFO:root:['Sukukaja', 'Growth 3', 'Patra', 'Wind Amp']
